bias,-4.41864792281307
weights,-0.0037056125608759226,-0.02518893451567469,0.030074496317683223,-0.07616226096112932,0.08796600472969207,-0.008476767158851073,-0.02070116219081272,-0.05938792973373445,-0.027758823846909062,-0.05113149485365685,-0.10802500284217709,0.08205247331183894,-0.13562998808747648,-0.008631181225939415,-0.1941211943927412,-0.00411263854939921,-0.08362775968329018,-0.11848514697294377,-0.03135418923339123,0.010615137177894241,0.0049724913492834805,0.020845028078655698,0.007810166560559215,-0.004939861032170333,-0.007284694281520669,-0.005965705700679458,0.006515782226171273,0.0018709175770550257,0.003831097758142503,0.005496718773772732
